Price,Flight time,Stop over,Stop over place,Airline,Departure time,Date of flight,Destination place,Origin place,Airline 1,Airline 2,Airline 3,Flight type,Class,Days to date,Day of week,Page,Scrapped date
"MXN$16,715",42 h 15 min,1 escala,Stop over place not found and Stop over place not found,Air Canada,07:15:00,2025-02-15,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,0,Saturday,Expedia,2025-02-14
"MXN$31,710",14 h 45 min,Vuelo sin escalas,Stop over place not found and Stop over place not found,All Nippon Airways,00:50:00,2025-02-15,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,0,Saturday,Expedia,2025-02-14
"MXN$32,126",15 h 35 min,Vuelo sin escalas,Stop over place not found and Stop over place not found,Japan Airlines operado por Aeromexico,23:45:00,2025-02-15,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,0,Saturday,Expedia,2025-02-14
"MXN$17,969",36 h 15 min,1 escala,Stop over place not found and Stop over place not found,Air Canada,13:25:00,2025-02-15,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,0,Saturday,Expedia,2025-02-14
"MXN$32,395",18 h 35 min,1 escala,Stop over place not found and Stop over place not found,United operado por United y All Nippon Airways,05:45:00,2025-02-15,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,0,Saturday,Expedia,2025-02-14
"MXN$29,705",30 h 25 min,1 escala,Stop over place not found and Stop over place not found,Iberia,12:50:00,2025-02-15,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,0,Saturday,Expedia,2025-02-14
"MXN$31,692",32 h 5 min,2 escalas,1 h 45 min en CUN and 4 h 40 min en IST,Turkish Airlines,09:35:00,2025-02-15,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,0,Saturday,Expedia,2025-02-14
"MXN$31,603",29 h 50 min,1 escala,Stop over place not found and Stop over place not found,United,18:10:00,2025-02-15,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,0,Saturday,Expedia,2025-02-14
"MXN$31,640",29 h 50 min,1 escala,Stop over place not found and Stop over place not found,Aerolíneas múltiples operado por United,18:10:00,2025-02-15,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),United 1272,All Nippon Airways 7013 operado por United,Enchufe en el asiento,Night flight,Económica,0,Saturday,Expedia,2025-02-14
"MXN$31,603",30 h 30 min,1 escala,Stop over place not found and Stop over place not found,United,17:40:00,2025-02-15,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,0,Saturday,Expedia,2025-02-14
"MXN$31,640",30 h 30 min,1 escala,Stop over place not found and Stop over place not found,Aerolíneas múltiples operado por United,17:40:00,2025-02-15,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),United 1025,All Nippon Airways 6451 operado por United,Enchufe en el asiento,Day flight,Económica,0,Saturday,Expedia,2025-02-14
"MXN$31,603",29 h 40 min,1 escala,Stop over place not found and Stop over place not found,United,18:10:00,2025-02-15,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,0,Saturday,Expedia,2025-02-14
"MXN$46,296",19 h 20 min,1 escala,Stop over place not found and Stop over place not found,Aerolíneas múltiples,07:20:00,2025-02-15,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),Aeromexico 646,Singapore Airlines 11,Enchufe en el asiento,Morning flight,Económica,0,Saturday,Expedia,2025-02-14
"MXN$31,603",32 h 55 min,1 escala,Stop over place not found and Stop over place not found,United,15:15:00,2025-02-15,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,0,Saturday,Expedia,2025-02-14
"MXN$31,640",32 h 55 min,1 escala,Stop over place not found and Stop over place not found,Aerolíneas múltiples operado por United,15:15:00,2025-02-15,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),United 1838,All Nippon Airways 6451 operado por United,Enchufe en el asiento,Day flight,Económica,0,Saturday,Expedia,2025-02-14
"MXN$31,603",33 h 20 min,1 escala,Stop over place not found and Stop over place not found,United operado por United y All Nippon Airways,14:40:00,2025-02-15,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,0,Saturday,Expedia,2025-02-14
"MXN$31,640",33 h 20 min,1 escala,Stop over place not found and Stop over place not found,Aerolíneas múltiples,14:40:00,2025-02-15,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),United 474,All Nippon Airways 11,Enchufe en el asiento,Day flight,Económica,0,Saturday,Expedia,2025-02-14
"MXN$31,603",34 h 10 min,1 escala,Stop over place not found and Stop over place not found,United,13:50:00,2025-02-15,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,0,Saturday,Expedia,2025-02-14
"MXN$31,603",34 h,1 escala,Stop over place not found and Stop over place not found,United,13:50:00,2025-02-15,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,0,Saturday,Expedia,2025-02-14
"MXN$32,162",47 h 10 min,1 escala,Stop over place not found and Stop over place not found,KLM operado por Aeromexico y KLM,21:35:00,2025-02-15,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,0,Saturday,Expedia,2025-02-14
"MXN$22,802",34 h,2 escalas,12 h 30 min en LAX and 1 h 10 min en ICN,Aerolíneas múltiples,20:00:00,2025-02-15,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),Aeromexico 648,Asiana Airlines 201,Asiana Airlines 108,Night flight,Económica,0,Saturday,Expedia,2025-02-14
"MXN$24,019",34 h 10 min,2 escalas,3 h 54 min en LAX and 10 h 15 min en ICN,Aerolíneas múltiples,16:45:00,2025-02-15,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),Delta 630,Asiana Airlines 203,Asiana Airlines 106,Day flight,Económica,0,Saturday,Expedia,2025-02-14
"MXN$24,019",32 h 45 min,2 escalas,2 h 25 min en SFO and 10 h 5 min en ICN,Aerolíneas múltiples,18:10:00,2025-02-15,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),United 1272,Asiana Airlines 211,Asiana Airlines 106,Night flight,Económica,0,Saturday,Expedia,2025-02-14
"MXN$24,019",35 h 50 min,2 escalas,2 h 25 min en SFO and 13 h 10 min en ICN,Aerolíneas múltiples,18:10:00,2025-02-15,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),United 1272,Asiana Airlines 211,Asiana Airlines 108,Night flight,Económica,0,Saturday,Expedia,2025-02-14
"MXN$31,603",23 h 15 min,2 escalas,2 h 24 min en IAH and 2 h 10 min en LAX,United operado por United y All Nippon Airways,15:15:00,2025-02-15,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,0,Saturday,Expedia,2025-02-14
"MXN$26,855",15 h 35 min,Vuelo sin escalas,Stop over place not found and Stop over place not found,Aeromexico,23:45:00,2025-02-16,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,1,Sunday,Expedia,2025-02-14
"MXN$16,532",36 h 5 min,1 escala,Stop over place not found and Stop over place not found,Air Canada,13:25:00,2025-02-16,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,1,Sunday,Expedia,2025-02-14
"MXN$26,178",14 h 45 min,Vuelo sin escalas,Stop over place not found and Stop over place not found,All Nippon Airways,00:50:00,2025-02-16,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,1,Sunday,Expedia,2025-02-14
"MXN$17,969",24 h 30 min,1 escala,Stop over place not found and Stop over place not found,Air Canada,01:10:00,2025-02-16,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,1,Sunday,Expedia,2025-02-14
"MXN$17,969",36 h 15 min,1 escala,Stop over place not found and Stop over place not found,Air Canada,13:25:00,2025-02-16,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,1,Sunday,Expedia,2025-02-14
"MXN$26,895",17 h 55 min,1 escala,Stop over place not found and Stop over place not found,All Nippon Airways operado por United,06:05:00,2025-02-16,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,1,Sunday,Expedia,2025-02-14
"MXN$26,895",18 h 25 min,1 escala,Stop over place not found and Stop over place not found,All Nippon Airways operado por United,05:45:00,2025-02-16,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,1,Sunday,Expedia,2025-02-14
"MXN$25,452",32 h 5 min,2 escalas,1 h 45 min en CUN and 4 h 40 min en IST,Turkish Airlines,09:35:00,2025-02-16,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,1,Sunday,Expedia,2025-02-14
"MXN$32,395",17 h 45 min,1 escala,Stop over place not found and Stop over place not found,United,06:05:00,2025-02-16,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,1,Sunday,Expedia,2025-02-14
"MXN$27,148",31 h 30 min,1 escala,Stop over place not found and Stop over place not found,Japan Airlines operado por American Airlines,17:00:00,2025-02-16,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,1,Sunday,Expedia,2025-02-14
"MXN$26,882",21 h 55 min,1 escala,Stop over place not found and Stop over place not found,All Nippon Airways operado por United y All Nippon Airways,08:10:00,2025-02-16,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,1,Sunday,Expedia,2025-02-14
"MXN$27,433",29 h 50 min,1 escala,Stop over place not found and Stop over place not found,United,18:10:00,2025-02-16,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,1,Sunday,Expedia,2025-02-14
"MXN$27,433",30 h 30 min,1 escala,Stop over place not found and Stop over place not found,United,17:40:00,2025-02-16,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,1,Sunday,Expedia,2025-02-14
"MXN$27,433",32 h 55 min,1 escala,Stop over place not found and Stop over place not found,United,15:15:00,2025-02-16,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,1,Sunday,Expedia,2025-02-14
"MXN$26,882",31 h 45 min,1 escala,Stop over place not found and Stop over place not found,All Nippon Airways operado por United y All Nippon Airways,06:05:00,2025-02-16,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,1,Sunday,Expedia,2025-02-14
"MXN$27,433",29 h 40 min,1 escala,Stop over place not found and Stop over place not found,United,18:10:00,2025-02-16,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,1,Sunday,Expedia,2025-02-14
"MXN$32,395",19 h 40 min,1 escala,Stop over place not found and Stop over place not found,United operado por United y All Nippon Airways,18:10:00,2025-02-16,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,1,Sunday,Expedia,2025-02-14
"MXN$31,271",31 h 25 min,1 escala,Stop over place not found and Stop over place not found,Japan Airlines operado por American Airlines y Japan Airlines,17:00:00,2025-02-16,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,1,Sunday,Expedia,2025-02-14
"MXN$28,202",34 h 25 min,1 escala,Stop over place not found and Stop over place not found,American Airlines,17:00:00,2025-02-16,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,1,Sunday,Expedia,2025-02-14
"MXN$32,395",30 h 10 min,1 escala,Stop over place not found and Stop over place not found,United operado por United y All Nippon Airways,18:10:00,2025-02-16,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,1,Sunday,Expedia,2025-02-14
"MXN$31,271",31 h 25 min,1 escala,Stop over place not found and Stop over place not found,Aerolíneas múltiples,17:00:00,2025-02-16,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),American Airlines 2351,Japan Airlines 11,Enchufe en el asiento,Day flight,Económica,1,Sunday,Expedia,2025-02-14
"MXN$34,384",30 h 40 min,1 escala,Stop over place not found and Stop over place not found,United operado por United y All Nippon Airways,17:40:00,2025-02-16,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,1,Sunday,Expedia,2025-02-14
"MXN$34,384",33 h 5 min,1 escala,Stop over place not found and Stop over place not found,United operado por United y All Nippon Airways,15:15:00,2025-02-16,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,1,Sunday,Expedia,2025-02-14
"MXN$31,174",41 h 5 min,1 escala,Stop over place not found and Stop over place not found,Air France operado por Aeromexico y Air France,22:45:00,2025-02-16,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,1,Sunday,Expedia,2025-02-14
"MXN$32,162",46 h 50 min,1 escala,Stop over place not found and Stop over place not found,KLM,21:55:00,2025-02-16,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,1,Sunday,Expedia,2025-02-14
"MXN$16,532",24 h 20 min,1 escala,Stop over place not found and Stop over place not found,Air Canada,01:10:00,2025-02-17,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,2,Monday,Expedia,2025-02-14
"MXN$26,855",15 h 35 min,Vuelo sin escalas,Stop over place not found and Stop over place not found,Aeromexico,23:45:00,2025-02-17,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,2,Monday,Expedia,2025-02-14
"MXN$26,163",14 h 45 min,Vuelo sin escalas,Stop over place not found and Stop over place not found,All Nippon Airways,00:50:00,2025-02-17,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,2,Monday,Expedia,2025-02-14
"MXN$17,969",24 h 30 min,1 escala,Stop over place not found and Stop over place not found,Air Canada,01:10:00,2025-02-17,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,2,Monday,Expedia,2025-02-14
"MXN$16,715",42 h 15 min,1 escala,Stop over place not found and Stop over place not found,Air Canada,07:15:00,2025-02-17,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,2,Monday,Expedia,2025-02-14
"MXN$18,845",43 h 10 min,2 escalas,1 h 45 min en CUN and 15 h 55 min en IST,Turkish Airlines,09:35:00,2025-02-17,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,2,Monday,Expedia,2025-02-14
"MXN$18,956",47 h 10 min,2 escalas,1 h 45 min en CUN and 20 h 20 min en IST,Turkish Airlines,05:35:00,2025-02-17,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,2,Monday,Expedia,2025-02-14
"MXN$27,433",17 h 45 min,1 escala,Stop over place not found and Stop over place not found,United,06:05:00,2025-02-17,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,2,Monday,Expedia,2025-02-14
"MXN$27,148",18 h 30 min,1 escala,Stop over place not found and Stop over place not found,Japan Airlines operado por American Airlines,06:00:00,2025-02-17,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,2,Monday,Expedia,2025-02-14
"MXN$27,433",17 h 55 min,1 escala,Stop over place not found and Stop over place not found,United,06:05:00,2025-02-17,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,2,Monday,Expedia,2025-02-14
"MXN$27,433",18 h 25 min,1 escala,Stop over place not found and Stop over place not found,United,05:45:00,2025-02-17,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,2,Monday,Expedia,2025-02-14
"MXN$30,221",18 h 25 min,1 escala,Stop over place not found and Stop over place not found,Japan Airlines operado por American Airlines y Japan Airlines,06:00:00,2025-02-17,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,2,Monday,Expedia,2025-02-14
"MXN$25,310",30 h 40 min,2 escalas,1 h 45 min en BCN and 2 h 20 min en DXB,Emirates,19:40:00,2025-02-17,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,2,Monday,Expedia,2025-02-14
"MXN$28,202",19 h 25 min,1 escala,Stop over place not found and Stop over place not found,American Airlines,08:00:00,2025-02-17,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,2,Monday,Expedia,2025-02-14
"MXN$28,105",21 h 25 min,1 escala,Stop over place not found and Stop over place not found,Japan Airlines operado por American Airlines,06:00:00,2025-02-17,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,2,Monday,Expedia,2025-02-14
"MXN$31,271",18 h 25 min,1 escala,Stop over place not found and Stop over place not found,Aerolíneas múltiples,06:00:00,2025-02-17,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),American Airlines 1066,Japan Airlines 11,Enchufe en el asiento,Morning flight,Económica,2,Monday,Expedia,2025-02-14
"MXN$31,604",18 h 35 min,1 escala,Stop over place not found and Stop over place not found,All Nippon Airways operado por United y All Nippon Airways,05:45:00,2025-02-17,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,2,Monday,Expedia,2025-02-14
"MXN$25,310",35 h 50 min,2 escalas,1 h 45 min en BCN and 7 h 45 min en DXB,Emirates,19:40:00,2025-02-17,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,2,Monday,Expedia,2025-02-14
"MXN$27,433",30 h 30 min,1 escala,Stop over place not found and Stop over place not found,United,17:40:00,2025-02-17,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,2,Monday,Expedia,2025-02-14
"MXN$28,202",31 h 30 min,1 escala,Stop over place not found and Stop over place not found,American Airlines,17:00:00,2025-02-17,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,2,Monday,Expedia,2025-02-14
"MXN$30,448",23 h 10 min,1 escala,Stop over place not found and Stop over place not found,American Airlines,00:25:00,2025-02-17,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,2,Monday,Expedia,2025-02-14
"MXN$30,221",31 h 25 min,1 escala,Stop over place not found and Stop over place not found,Japan Airlines operado por American Airlines y Japan Airlines,17:00:00,2025-02-17,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,2,Monday,Expedia,2025-02-14
"MXN$34,384",19 h 40 min,1 escala,Stop over place not found and Stop over place not found,United operado por United y All Nippon Airways,18:10:00,2025-02-17,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,2,Monday,Expedia,2025-02-14
"MXN$27,433",34 h 10 min,1 escala,Stop over place not found and Stop over place not found,United,13:50:00,2025-02-17,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,2,Monday,Expedia,2025-02-14
"MXN$27,433",34 h,1 escala,Stop over place not found and Stop over place not found,United,13:50:00,2025-02-17,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Day flight,Económica,2,Monday,Expedia,2025-02-14
"MXN$14,938",19 h 20 min,1 escala,Stop over place not found and Stop over place not found,Aerolíneas múltiples,07:20:00,2025-02-18,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),Aeromexico 646,Singapore Airlines 11,Enchufe en el asiento,Morning flight,Económica,3,Tuesday,Expedia,2025-02-14
"MXN$26,855",15 h 35 min,Vuelo sin escalas,Stop over place not found and Stop over place not found,Aeromexico,23:45:00,2025-02-18,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,3,Tuesday,Expedia,2025-02-14
"MXN$26,748",14 h 45 min,Vuelo sin escalas,Stop over place not found and Stop over place not found,All Nippon Airways,00:50:00,2025-02-18,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,3,Tuesday,Expedia,2025-02-14
"MXN$17,969",24 h 30 min,1 escala,Stop over place not found and Stop over place not found,Air Canada,01:10:00,2025-02-18,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,3,Tuesday,Expedia,2025-02-14
"MXN$18,845",32 h 5 min,2 escalas,1 h 45 min en CUN and 4 h 40 min en IST,Turkish Airlines,09:35:00,2025-02-18,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,3,Tuesday,Expedia,2025-02-14
"MXN$16,715",42 h 15 min,1 escala,Stop over place not found and Stop over place not found,Air Canada,07:15:00,2025-02-18,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,3,Tuesday,Expedia,2025-02-14
"MXN$18,845",36 h 5 min,2 escalas,1 h 45 min en CUN and 9 h 5 min en IST,Turkish Airlines,05:35:00,2025-02-18,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,3,Tuesday,Expedia,2025-02-14
"MXN$18,845",43 h 10 min,2 escalas,1 h 45 min en CUN and 15 h 55 min en IST,Turkish Airlines,09:35:00,2025-02-18,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,3,Tuesday,Expedia,2025-02-14
"MXN$27,433",17 h 45 min,1 escala,Stop over place not found and Stop over place not found,United,06:05:00,2025-02-18,Tokio (TYO-Todos los aeropuertos) (HND),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Morning flight,Económica,3,Tuesday,Expedia,2025-02-14
"MXN$16,258",23 h 50 min,2 escalas,1 h 40 min en YYZ and 2 h 15 min en YVR,Air Canada,01:10:00,2025-02-18,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,3,Tuesday,Expedia,2025-02-14
"MXN$16,532",24 h 20 min,2 escalas,2 h 10 min en YYZ and 2 h 2 min en YUL,Air Canada,01:10:00,2025-02-18,Tokio (TYO-Todos los aeropuertos) (NRT),Ciudad de México (MEX-Aeropuerto Internacional de la Ciudad de México) (MEX),,,,Night flight,Económica,3,Tuesday,Expedia,2025-02-14
